file,alpha,coverage_target,delta,epsilon_train_target,epsilon_cal,num_bins,cal_size,train_size,seed,device,np_accuracy,np_coverage,np_avg_set_size,np_tau,dp_accuracy,epsilon_train_realized,noise_multiplier,tau_nonprivate_cal,dp_coverage_nonprivate_cal,dp_avg_set_size_nonprivate_cal,beta,coverage_lower_bound_formal,tau_dp_cal,dp_coverage_dpcal,dp_avg_set_size_dpcal,lambda,noise_scale,k,nominal_coverage,requested_coverage_target,overall_empirical_ok,overall_formal_ok,coverage_ok_empirical,privacy_training_ok,epsilon_total_basic,emp_minus_bound,overall_empirical_contract_ok,empirical_margin_to_target
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.94_target_0.93_beta_0.001_seed_0.json,0.06000000000000005,0.93,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9916,1.0967,0.10142230987548828,0.9097,0.9980757255799324,0.849609375,0.13937222957611084,0.9384,1.101,0.001,0.939,1.0,0.9097,1.0,5409.889142205142,500.0,471,0.94,0.93,False,True,False,True,1.0980757255799325,-0.029299999999999993,False,-0.020300000000000096
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.94_target_0.94_beta_0.001_seed_0.json,0.06000000000000005,0.94,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9916,1.0967,0.10142230987548828,0.9097,0.9980757255799324,0.849609375,0.13937222957611084,0.9384,1.101,0.001,0.939,1.0,0.9097,1.0,5409.889142205142,500.0,471,0.94,0.94,False,False,False,True,1.0980757255799325,-0.029299999999999993,False,-0.030299999999999994
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.94_target_0.95_beta_0.001_seed_0.json,0.06000000000000005,0.95,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9916,1.0967,0.10142230987548828,0.9097,0.9980757255799324,0.849609375,0.13937222957611084,0.9384,1.101,0.001,0.939,1.0,0.9097,1.0,5409.889142205142,500.0,471,0.94,0.95,False,False,False,True,1.0980757255799325,-0.029299999999999993,False,-0.0403
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.94_target_0.9_beta_0.001_seed_0.json,0.06000000000000005,0.9,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9916,1.0967,0.10142230987548828,0.9097,0.9980757255799324,0.849609375,0.13937222957611084,0.9384,1.101,0.001,0.939,1.0,0.9097,1.0,5409.889142205142,500.0,471,0.94,0.9,True,True,True,True,1.0980757255799325,-0.029299999999999993,True,0.009699999999999931
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.96_target_0.89_beta_0.001_seed_0.json,0.040000000000000036,0.89,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9869,1.0503,0.21720647811889648,0.9097,0.9980757255799324,0.849609375,0.20339584350585938,0.9332,1.0742,0.001,0.959,1.0,0.9097,1.0,5409.889142205142,500.0,481,0.96,0.89,True,True,True,True,1.0980757255799325,-0.04930000000000001,True,0.01969999999999994
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.96_target_0.91_beta_0.001_seed_0.json,0.040000000000000036,0.91,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9869,1.0503,0.21720647811889648,0.9097,0.9980757255799324,0.849609375,0.20339584350585938,0.9332,1.0742,0.001,0.959,1.0,0.9097,1.0,5409.889142205142,500.0,481,0.96,0.91,False,True,False,True,1.0980757255799325,-0.04930000000000001,False,-0.000300000000000078
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.96_target_0.92_beta_0.001_seed_0.json,0.040000000000000036,0.92,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9869,1.0503,0.21720647811889648,0.9097,0.9980757255799324,0.849609375,0.20339584350585938,0.9332,1.0742,0.001,0.959,1.0,0.9097,1.0,5409.889142205142,500.0,481,0.96,0.92,False,True,False,True,1.0980757255799325,-0.04930000000000001,False,-0.010300000000000087
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.96_target_0.93_beta_0.001_seed_0.json,0.040000000000000036,0.93,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9869,1.0503,0.21720647811889648,0.9097,0.9980757255799324,0.849609375,0.20339584350585938,0.9332,1.0742,0.001,0.959,1.0,0.9097,1.0,5409.889142205142,500.0,481,0.96,0.93,False,True,False,True,1.0980757255799325,-0.04930000000000001,False,-0.020300000000000096
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.96_target_0.94_beta_0.001_seed_0.json,0.040000000000000036,0.94,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9869,1.0503,0.21720647811889648,0.9097,0.9980757255799324,0.849609375,0.20339584350585938,0.9332,1.0742,0.001,0.959,1.0,0.9097,1.0,5409.889142205142,500.0,481,0.96,0.94,False,True,False,True,1.0980757255799325,-0.04930000000000001,False,-0.030299999999999994
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.96_target_0.95_beta_0.001_seed_0.json,0.040000000000000036,0.95,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9869,1.0503,0.21720647811889648,0.9097,0.9980757255799324,0.849609375,0.20339584350585938,0.9332,1.0742,0.001,0.959,1.0,0.9097,1.0,5409.889142205142,500.0,481,0.96,0.95,False,True,False,True,1.0980757255799325,-0.04930000000000001,False,-0.0403
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.96_target_0.9_beta_0.001_seed_0.json,0.040000000000000036,0.9,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9869,1.0503,0.21720647811889648,0.9097,0.9980757255799324,0.849609375,0.20339584350585938,0.9332,1.0742,0.001,0.959,1.0,0.9097,1.0,5409.889142205142,500.0,481,0.96,0.9,True,True,True,True,1.0980757255799325,-0.04930000000000001,True,0.009699999999999931
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.9_target_0.89_beta_0.001_seed_0.json,0.09999999999999998,0.89,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,5409.889142205142,500.0,451,0.9,0.89,True,True,True,True,1.0980757255799325,0.010699999999999932,True,0.01969999999999994
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.9_target_0.91_beta_0.001_seed_0.json,0.09999999999999998,0.91,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,5409.889142205142,500.0,451,0.9,0.91,False,False,False,True,1.0980757255799325,0.010699999999999932,False,-0.000300000000000078
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.9_target_0.92_beta_0.001_seed_0.json,0.09999999999999998,0.92,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,5409.889142205142,500.0,451,0.9,0.92,False,False,False,True,1.0980757255799325,0.010699999999999932,False,-0.010300000000000087
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.9_target_0.93_beta_0.001_seed_0.json,0.09999999999999998,0.93,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,5409.889142205142,500.0,451,0.9,0.93,False,False,False,True,1.0980757255799325,0.010699999999999932,False,-0.020300000000000096
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.9_target_0.94_beta_0.001_seed_0.json,0.09999999999999998,0.94,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,5409.889142205142,500.0,451,0.9,0.94,False,False,False,True,1.0980757255799325,0.010699999999999932,False,-0.030299999999999994
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.9_target_0.95_beta_0.001_seed_0.json,0.09999999999999998,0.95,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,5409.889142205142,500.0,451,0.9,0.95,False,False,False,True,1.0980757255799325,0.010699999999999932,False,-0.0403
report_traineps_1.0_caleps_0.1_calsize_500_nomcov_0.9_target_0.9_beta_0.001_seed_0.json,0.09999999999999998,0.9,1e-05,1.0,0.1,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,5409.889142205142,500.0,451,0.9,0.9,True,False,True,True,1.0980757255799325,0.010699999999999932,True,0.009699999999999931
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.92_target_0.89_beta_0.001_seed_0.json,0.07999999999999996,0.89,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9935,1.1412,0.05978435277938843,0.9097,0.9980757255799324,0.849609375,0.1107756495475769,0.9412,1.1173,0.001,0.919,1.0,0.9097,1.0,540.9889142205142,50.0,461,0.92,0.89,True,True,True,True,1.9980757255799324,-0.009300000000000086,True,0.01969999999999994
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.92_target_0.91_beta_0.001_seed_0.json,0.07999999999999996,0.91,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9935,1.1412,0.05978435277938843,0.9097,0.9980757255799324,0.849609375,0.1107756495475769,0.9412,1.1173,0.001,0.919,1.0,0.9097,1.0,540.9889142205142,50.0,461,0.92,0.91,False,True,False,True,1.9980757255799324,-0.009300000000000086,False,-0.000300000000000078
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.92_target_0.92_beta_0.001_seed_0.json,0.07999999999999996,0.92,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9935,1.1412,0.05978435277938843,0.9097,0.9980757255799324,0.849609375,0.1107756495475769,0.9412,1.1173,0.001,0.919,1.0,0.9097,1.0,540.9889142205142,50.0,461,0.92,0.92,False,False,False,True,1.9980757255799324,-0.009300000000000086,False,-0.010300000000000087
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.92_target_0.93_beta_0.001_seed_0.json,0.07999999999999996,0.93,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9935,1.1412,0.05978435277938843,0.9097,0.9980757255799324,0.849609375,0.1107756495475769,0.9412,1.1173,0.001,0.919,1.0,0.9097,1.0,540.9889142205142,50.0,461,0.92,0.93,False,False,False,True,1.9980757255799324,-0.009300000000000086,False,-0.020300000000000096
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.92_target_0.94_beta_0.001_seed_0.json,0.07999999999999996,0.94,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9935,1.1412,0.05978435277938843,0.9097,0.9980757255799324,0.849609375,0.1107756495475769,0.9412,1.1173,0.001,0.919,1.0,0.9097,1.0,540.9889142205142,50.0,461,0.92,0.94,False,False,False,True,1.9980757255799324,-0.009300000000000086,False,-0.030299999999999994
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.92_target_0.95_beta_0.001_seed_0.json,0.07999999999999996,0.95,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9935,1.1412,0.05978435277938843,0.9097,0.9980757255799324,0.849609375,0.1107756495475769,0.9412,1.1173,0.001,0.919,1.0,0.9097,1.0,540.9889142205142,50.0,461,0.92,0.95,False,False,False,True,1.9980757255799324,-0.009300000000000086,False,-0.0403
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.92_target_0.9_beta_0.001_seed_0.json,0.07999999999999996,0.9,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9935,1.1412,0.05978435277938843,0.9097,0.9980757255799324,0.849609375,0.1107756495475769,0.9412,1.1173,0.001,0.919,1.0,0.9097,1.0,540.9889142205142,50.0,461,0.92,0.9,True,True,True,True,1.9980757255799324,-0.009300000000000086,True,0.009699999999999931
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.94_target_0.89_beta_0.001_seed_0.json,0.06000000000000005,0.89,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9916,1.0967,0.10142230987548828,0.9097,0.9980757255799324,0.849609375,0.13937222957611084,0.9384,1.101,0.001,0.939,1.0,0.9097,1.0,540.9889142205142,50.0,471,0.94,0.89,True,True,True,True,1.9980757255799324,-0.029299999999999993,True,0.01969999999999994
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.94_target_0.91_beta_0.001_seed_0.json,0.06000000000000005,0.91,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9916,1.0967,0.10142230987548828,0.9097,0.9980757255799324,0.849609375,0.13937222957611084,0.9384,1.101,0.001,0.939,1.0,0.9097,1.0,540.9889142205142,50.0,471,0.94,0.91,False,True,False,True,1.9980757255799324,-0.029299999999999993,False,-0.000300000000000078
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.94_target_0.92_beta_0.001_seed_0.json,0.06000000000000005,0.92,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9916,1.0967,0.10142230987548828,0.9097,0.9980757255799324,0.849609375,0.13937222957611084,0.9384,1.101,0.001,0.939,1.0,0.9097,1.0,540.9889142205142,50.0,471,0.94,0.92,False,True,False,True,1.9980757255799324,-0.029299999999999993,False,-0.010300000000000087
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.94_target_0.93_beta_0.001_seed_0.json,0.06000000000000005,0.93,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9916,1.0967,0.10142230987548828,0.9097,0.9980757255799324,0.849609375,0.13937222957611084,0.9384,1.101,0.001,0.939,1.0,0.9097,1.0,540.9889142205142,50.0,471,0.94,0.93,False,True,False,True,1.9980757255799324,-0.029299999999999993,False,-0.020300000000000096
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.94_target_0.94_beta_0.001_seed_0.json,0.06000000000000005,0.94,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9916,1.0967,0.10142230987548828,0.9097,0.9980757255799324,0.849609375,0.13937222957611084,0.9384,1.101,0.001,0.939,1.0,0.9097,1.0,540.9889142205142,50.0,471,0.94,0.94,False,False,False,True,1.9980757255799324,-0.029299999999999993,False,-0.030299999999999994
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.94_target_0.95_beta_0.001_seed_0.json,0.06000000000000005,0.95,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9916,1.0967,0.10142230987548828,0.9097,0.9980757255799324,0.849609375,0.13937222957611084,0.9384,1.101,0.001,0.939,1.0,0.9097,1.0,540.9889142205142,50.0,471,0.94,0.95,False,False,False,True,1.9980757255799324,-0.029299999999999993,False,-0.0403
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.94_target_0.9_beta_0.001_seed_0.json,0.06000000000000005,0.9,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9916,1.0967,0.10142230987548828,0.9097,0.9980757255799324,0.849609375,0.13937222957611084,0.9384,1.101,0.001,0.939,1.0,0.9097,1.0,540.9889142205142,50.0,471,0.94,0.9,True,True,True,True,1.9980757255799324,-0.029299999999999993,True,0.009699999999999931
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.96_target_0.89_beta_0.001_seed_0.json,0.040000000000000036,0.89,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9869,1.0503,0.21720647811889648,0.9097,0.9980757255799324,0.849609375,0.20339584350585938,0.9332,1.0742,0.001,0.959,1.0,0.9097,1.0,540.9889142205142,50.0,481,0.96,0.89,True,True,True,True,1.9980757255799324,-0.04930000000000001,True,0.01969999999999994
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.96_target_0.91_beta_0.001_seed_0.json,0.040000000000000036,0.91,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9869,1.0503,0.21720647811889648,0.9097,0.9980757255799324,0.849609375,0.20339584350585938,0.9332,1.0742,0.001,0.959,1.0,0.9097,1.0,540.9889142205142,50.0,481,0.96,0.91,False,True,False,True,1.9980757255799324,-0.04930000000000001,False,-0.000300000000000078
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.96_target_0.92_beta_0.001_seed_0.json,0.040000000000000036,0.92,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9869,1.0503,0.21720647811889648,0.9097,0.9980757255799324,0.849609375,0.20339584350585938,0.9332,1.0742,0.001,0.959,1.0,0.9097,1.0,540.9889142205142,50.0,481,0.96,0.92,False,True,False,True,1.9980757255799324,-0.04930000000000001,False,-0.010300000000000087
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.96_target_0.9_beta_0.001_seed_0.json,0.040000000000000036,0.9,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9869,1.0503,0.21720647811889648,0.9097,0.9980757255799324,0.849609375,0.20339584350585938,0.9332,1.0742,0.001,0.959,1.0,0.9097,1.0,540.9889142205142,50.0,481,0.96,0.9,True,True,True,True,1.9980757255799324,-0.04930000000000001,True,0.009699999999999931
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.89_beta_0.001_seed_0.json,0.09999999999999998,0.89,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.89,True,True,True,True,1.9980757255799324,0.010699999999999932,True,0.01969999999999994
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.91_beta_0.001_seed_0.json,0.09999999999999998,0.91,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.91,False,False,False,True,1.9980757255799324,0.010699999999999932,False,-0.000300000000000078
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.92_beta_0.001_seed_0.json,0.09999999999999998,0.92,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.92,False,False,False,True,1.9980757255799324,0.010699999999999932,False,-0.010300000000000087
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.93_beta_0.001_seed_0.json,0.09999999999999998,0.93,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.93,False,False,False,True,1.9980757255799324,0.010699999999999932,False,-0.020300000000000096
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.94_beta_0.001_seed_0.json,0.09999999999999998,0.94,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.94,False,False,False,True,1.9980757255799324,0.010699999999999932,False,-0.030299999999999994
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.95_beta_0.001_seed_0.json,0.09999999999999998,0.95,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.95,False,False,False,True,1.9980757255799324,0.010699999999999932,False,-0.0403
report_traineps_1.0_caleps_1.0_calsize_500_nomcov_0.9_target_0.9_beta_0.001_seed_0.json,0.09999999999999998,0.9,1e-05,1.0,1.0,50,500,59500,0,cuda,0.9747,0.9947,1.1657,0.04520297050476074,0.9097,0.9980757255799324,0.849609375,0.07012766599655151,0.9476,1.1557,0.001,0.899,1.0,0.9097,1.0,540.9889142205142,50.0,451,0.9,0.9,True,False,True,True,1.9980757255799324,0.010699999999999932,True,0.009699999999999931
